id,date,type,amount,category,description
6d7fee34-4215-480f-98c5-efa2fc0af4ae,2025-05-13,Expense,21.86,Shopping,AMAZON MKTPL*NI9514KS0 Amzn.com/bill WA
f0746ebd-6c20-4ece-9125-6b5bd4f426ad,2025-05-13,Expense,5.46,Shopping,AMAZON MKTPL NI3XJ5DD1 Amzn.com/bill WA
df9b9071-e7ef-4b2e-88f8-3b5f917d3d19,2025-05-17,Expense,21.61,Shopping,AMAZON MKTPL NW6130520 Amzn.com/bill WA
86fe2cee-9f58-48a5-951f-cb312fd9afa7,2025-05-19,Expense,41.55,Shopping,AMAZON MKTPL NW9IL7K10 Amzn.com/bill WA
30d0dba8-2cb3-4039-b3b1-46c13fe5805d,2025-05-21,Expense,688.88,Insurance,"PROGRESSIVE """"INSURANCE 800-776-4737 OH"
1e3deb6a-7d5a-4206-b6dc-c644f89046d3,2025-06-06,Income,21.86,Refund,AMAZON MKTPLACE PMTS Amzn.com/bill WA
638fcb5c-053a-4bc9-8467-7de92e43e1be,2025-06-06,Income,5.46,Refund,AMAZON MKTPLACE PMTS Amzn.com/bill WA
84d24da4-9ee0-4bf4-8554-ed7e4981d959,2025-05-25,Expense,15.13,Groceries,LUCKY #774 SANTA CL SANTA CLARA CA
51bf4318-0089-40e9-880b-3d1185b295e9,2025-05-27,Expense,7.02,Groceries,CUPERTINI MARKET CUPERTINO CA
07ce3c16-78c4-45df-85dd-dd22f540dcec,2025-05-29,Expense,130,Shopping,WWW COSTCO COM 800-955-2292 WA
0c39cf4e-8f6f-4e7b-8b2d-8b7f6d5147f9,2025-05-29,Expense,127.36,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
9ebf6971-7751-4779-bf39-9705ebcd7540,2025-06-08,Expense,53.29,Groceries,LION FOOD CENTER SAN JOSE CA
8f79666c-4284-472c-8bb2-8b89393e9a68,2025-06-18,Expense,7.65,Shopping,AMAZON MKTPL NO13Y3HG2 Amzn.com/bill WA
e1f189bf-6cb4-4d26-8397-3efa9a3470b7,2025-06-18,Expense,24.05,Shopping,AMAZON MKTPL NO58Z8CA1 Amzn.com/bill WA
009e9c75-2647-4277-bd93-13079e901ac1,2025-06-21,Expense,152.03,Subscription,AMAZON PRIME NO3M57VN1 Amzn.com/bill WA
3812e8b4-dc9b-413c-8101-ae5c39370d70,2025-06-23,Expense,8.51,Shopping,Amazon.com NO81608C0 Amzn.com/bill WA
d9b57ad5-90c2-4ec9-bb50-5f3d91c89509,2025-06-28,Expense,105.83,Groceries,COSTCO WHSE#0848 SAN JOSE CA
f9d0a1b9-fbea-42ef-84fc-aaa4aff08e2e,2025-06-28,Expense,19.04,Groceries,ZSK IT BIG T SUPERMRKT SAN JOSE CA
f9c9b610-bef1-4ddb-9e66-e01cad74a5b7,2025-07-02,Expense,38.53,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
92e044ba-9e84-4754-89e4-8732493b65a2,2025-07-04,Expense,2.46,Shopping,DAISO-SARATOGA SAN JOSE CA
6de44aae-d435-4c01-8514-2d460807efe6,2025-07-04,Expense,14.21,Shopping,Amazon.com*N34C25BF0 Amzn.com/bill WA
1b2078aa-6706-4db7-828b-bedaf5207f1b,2025-07-05,Expense,8.73,Shopping,Amazon.com N32IS6671 Amzn.com/bill WA
37a62036-01cc-4c42-839e-0bafacdc3bdb,2025-07-03,Expense,8.35,Groceries,CUPERTINI MARKET CUPERTINO CA
e57e6e4c-7715-4c3d-9f37-2c833c42766b,2025-07-06,Expense,20.89,Shopping,Amazon.com NL7BH2GD2 Amzn.com/bill WA
e028ea1d-9dcc-41cb-92cf-d7ffb156c8c0,2025-07-06,Expense,5.46,Shopping,AMZ Woot LLC support@woot. TX
6638db96-5581-4978-bd06-08053ad405dd,2025-07-06,Expense,108.28,Shopping,Amazon.com NL7QW9GF2 Amzn.com/bill WA
94a94a16-e39b-4480-8aab-cdd4fedda850,2025-07-07,Expense,3.29,Shopping,Amazon.com NL9B22VA2 Amzn.com/bill WA
b3a35b7a-b1f7-495d-a48b-4b97301685ed,2025-07-12,Expense,17.49,Shopping,AMAZON MKTPL T860M0E53 Amzn.com/bill WA
bed9bfa8-1e68-4ae3-a3e6-f5bd34161875,2025-07-13,Expense,25.08,Shopping,AMAZON MKTPL SY5115DF3 Amzn.com/bill WA
5fbc3ab0-6854-4045-8516-c92e9057fbb9,2025-07-13,Expense,6.64,Shopping,Amazon.com NR3K49FC1 Amzn.com/bill WA
feb2ad09-4a36-431b-8938-6470b5a19e48,2025-07-15,Expense,34.31,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
c48abb7f-f455-4a65-a707-cb562afd54ed,2025-07-15,Expense,5.46,Shopping,AMAZON MKTPL OA0C01BL3 Amzn.com/bill WA
bb74b760-7a9f-4fc7-9649-f3699d001a13,2025-07-21,Expense,13.45,Groceries,LION FOOD CENTER SAN JOSE CA
dda283f6-d611-4935-bd46-c8e592725432,2025-07-24,Expense,60.94,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
07ae0476-0ed3-40ff-bb69-e6d1d0161657,2025-08-01,Expense,97.36,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
e8722f85-d23e-487e-bfc7-b56e3a10fac2,2025-08-02,Expense,11.81,Groceries,CUPERTINI MARKET CUPERTINO CA
6154abf0-878a-4acd-bf03-d0ca624b1492,2025-08-06,Expense,8.46,Shopping,Amazon.com 9582H3NQ3 Amzn.com/bill WA
dfa3c4ca-bf91-41a5-bd67-5b9ad992a564,2025-08-17,Expense,15.78,Groceries,CUPERTINI MARKET CUPERTINO CA
e9599869-614c-421e-8011-2a86a43de336,2025-08-21,Expense,58.85,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
a3b04626-1bbe-4343-ab94-64afbc070dfa,2025-09-12,Income,16.36,Refund,COSTCO WHSE #0423 SUNNYVALE CA
2d0f1129-6561-4d50-a1e0-8db86db167b7,2025-08-30,Expense,3.75,Shopping,AMAZON MKTPL 3P2M84C23 Amzn.com/bill WA
3ef77e61-6b34-4c35-8a57-f13b583f7c66,2025-08-29,Expense,200.11,Utilities,MINT MOBILE 800-683-7392 CA
1e44fb7d-275e-46f9-88c3-38aeaaa5adea,2025-08-29,Expense,200.11,Utilities,MINT MOBILE 800-683-7392 CA
1daeff0e-e170-4781-975b-aed65d9af25b,2025-08-29,Expense,23.64,Groceries,LION FOOD CENTER SAN JOSE CA
3df5fd8c-50c8-49a3-8697-3b443ebc6507,2025-08-29,Expense,10.23,Groceries,CUPERTINI MARKET CUPERTINO CA
2717e395-2b3a-4be0-8e43-02b616c4aab3,2025-08-31,Expense,44.69,Groceries,COSTCO WHSE#0848 SAN JOSE CA
c37e686b-80e0-48df-a535-f04fc120f654,2025-08-31,Expense,6,Recreation,SCC PARKS AND REC 408-355-2201 CA
c2ea9fba-3f76-43cd-94b1-cfe86a018df2,2025-09-06,Expense,7.19,Groceries,CUPERTINI MARKET CUPERTINO CA
fbfd4e4d-90b2-4cd1-b360-b9df4f3867ec,2025-09-13,Expense,23.36,Groceries,99 RANCH #1783 NEWARK CA
cde2772e-8c43-4abe-b046-65fb4bba0928,2025-09-13,Expense,17.55,Groceries,99 RANCH #1783 NEWARK CA
ec248738-51f8-49cb-8e01-e215435e383c,2025-09-12,Expense,87.4,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
6473f9db-6b4d-4372-8361-a2f35c78aa79,2025-09-20,Expense,13.56,Groceries,CUPERTINI MARKET CUPERTINO CA
74f31e34-6f22-45dd-814e-181e95d42e83,2025-10-03,Expense,43.14,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
316ac6af-c9a3-4a49-b90d-4e4145304dbf,2025-10-03,Expense,7.96,Groceries,SAFEWAY #1465 SAN JOSE CA
dc23926f-4b4e-48b7-9536-78ee4ea08a13,2025-10-12,Expense,48.86,Groceries,LION FOOD CENTER SAN JOSE CA
125c968f-a4bb-49d1-80f7-8f7df0786030,2025-10-12,Expense,10.22,Groceries,CUPERTINI MARKET CUPERTINO CA
e95684af-40a6-4f62-b29d-dbc84722fbe2,2025-10-17,Expense,42.56,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
8b68c013-ef04-4b08-909f-ae6af614ddf3,2025-10-23,Expense,7.1,Shopping,Amazon.com N43ZD3OJO Amzn.com/bill WA
5040aeba-da8c-4143-ac0b-7a3982e92076,2025-10-31,Expense,12.83,Groceries,CUPERTINI MARKET CUPERTINO CA
c7af31ec-dd08-4949-808e-f30acecd28cf,2025-11-03,Expense,58.03,Groceries,COSTCO WHSE #0129 SANTA CLARA CA
7dc05169-465a-42a0-8ed8-130474723998,2025-11-07,Expense,30.6,Groceries,LION FOOD CENTER SAN JOSE CA
8d75fab9-d537-4f6b-a039-91a75ffb1733,2025-11-09,Expense,9.18,Shopping,Amazon.com BT95B2710 Amzn.com/bill WA
bca112d9-f3e7-4ea8-ae97-bf7e031810ee,2025-11-14,Expense,136.73,Shopping,Patagonia-Palo Alto Palo Alto CA
b88ef026-9591-4b3a-9457-d20757903f17,2025-11-15,Expense,14.69,Groceries,CUPERTINI MARKET CUPERTINO CA
ef5d995b-1bc9-45ff-9c28-1c006980bf0b,2025-11-17,Expense,108.02,Shopping,Patagonia Direct Inc. 800-6386464 CA
8d01a735-d619-4d58-a8a1-68e89c79e51d,2025-11-22,Expense,20.8,Groceries,LION FOOD CENTER SAN JOSE CA
f17c6849-1c83-43dc-9f27-e18f7f2bee26,2024-12-23,Expense,14.73,Food & Drink,SANTOUKA SANTA MONICA LOS ANGELES CA
cf2676ec-e6a7-40e8-b5f9-4cf389a3543b,2024-12-26,Expense,14.13,Food & Drink,SNACK FUJIWARA TOFU C 186-68682146 CA
34e250c5-882d-4a10-bcec-49d90866f13e,2024-12-26,Expense,26.24,Food & Drink,UEP HONG KONG DIM SUM HOU SOUTH EL MONT CA
f4809b40-44bd-4b1f-a0ec-67280ee614aa,2024-12-26,Expense,63.63,Food & Drink,TOFU KING (IRVINE) 131-27305592 IL
1713bfdd-8d72-4ccb-a5ef-f660a579e18e,2024-12-27,Expense,41.8,Food & Drink,BOILING POINT RESTAURANT GARDEN GROVE CA
1903eb7b-d6fd-41e4-a8f3-9d99bab9b77b,2024-12-28,Expense,10.68,Food & Drink,MEET FRESH CERRITOS CERRITOS CA
5360861a-ac73-4216-90bf-748d020e46b5,2024-12-28,Expense,34.48,Shopping,LIVING STREAM MINISTRY ANAHEIM CA
b81d08a4-249c-48de-bb69-daec6dcbe478,2024-12-28,Expense,10.68,Food & Drink,MEET FRESH - CERRITOS CERRITOS CA
81276ef8-ccb2-44e2-aa30-62b3e187dfbe,2024-12-29,Expense,28.11,Food & Drink,TST COPENHAGEN SAUSAGE G Solvang CA
eccafd3d-d8c2-443e-a6fa-a1ee23e79ff6,2024-12-29,Expense,4.95,Food & Drink,BIRKHOLMS BAKERY & CA 805-6888188 CA
14a59d0f-747e-431f-a16b-aa75a2094e48,2024-12-30,Expense,28.87,Groceries,LION FOOD CENTER SAN JOSE CA
a957087b-3364-4910-8cde-e0cd4ac3d509,2024-12-31,Expense,17.97,Groceries,FOODMAXX#460 SAN JO SAN JOSE CA
32ff9079-70dd-4a63-8f07-2398c075a9c3,2025-01-02,Expense,191.95,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
8dc0ac54-0e29-41ed-a491-9fe655aa15bd,2025-01-02,Expense,9.46,Groceries,SAFEWAY #1465 SAN JOSE CA
6d2b8751-050e-42ae-b9fb-041a81743eb8,2025-01-07,Expense,31.71,Shopping,ΑΜΑΖΟΝ ΜKTPL*ZP2F12QL1 Amzn.com/bill WA
f163a04c-61a3-4e8e-8ef1-391bb39d3eb7,2025-01-07,Expense,93.17,Health,"IN ""CARE FOR THE BAY AREA 408-6280783 CA"
b5ca120f-a6eb-4426-8dba-a5a62cbdb195,2025-01-09,Expense,91.41,Utilities,COMCAST CALIFORNIA 800-COMCAST CA
4645607a-68dd-4eec-a91e-9933fe1801cd,2025-01-09,Expense,57.33,Groceries,COSTCO WHSE#0848 SAN JOSE CA
eaff2065-b458-4fa7-9218-811f4ee44814,2025-01-09,Expense,27.17,Groceries,ZSK IT BIG T SUPERMRKT SAN JOSE CA
eca1def3-2743-4d5a-ae15-50b92b1858d8,2025-01-16,Expense,20,Subscription,"OPENAI ""CHATGPT SUBSCR OPENAI.COM CA"
63f6c341-e890-4894-83ff-98966f94aef0,2025-01-18,Expense,81.94,Groceries,COSTCO WHSE #1660 NEWARK CA
a4a831f8-63ea-4ae3-9de4-8b6b6bdeacce,2025-01-18,Expense,6.11,Groceries,FOODMAXX #462 NEWAR NEWARK CA
5a24cff9-be5f-40ee-ba7f-09805916f69b,2025-01-23,Expense,19.76,Groceries,LION FOOD CENTER SAN JOSE CA
4724d1a9-db4a-47c2-9b3c-a4c8e5018517,2025-02-28,Expense,26.44,Groceries,SAFEWAY #0700 SANTA CLARA CA
fa91ba68-b0e4-4822-9f2c-528a782213a0,2025-03-04,Expense,32.56,Groceries,LION FOOD CENTER SAN JOSE CA
860063e6-a4a9-48c5-a986-fa5c5d313a68,2025-03-07,Expense,17.46,Groceries,SUPER KYO-PO PLAZA. SANTA CLARA CA
5050eb9c-4cd9-4a54-91a8-1b7ea5b5071f,2025-03-09,Expense,88.78,Utilities,COMCAST CALIFORNIA 800-COMCAST CA
ff45b485-5a93-4407-bc84-422d3339edbe,2025-03-11,Expense,8.78,Groceries,CUPERTINI MARKET CUPERTINO CA
5ed3a106-12fd-46c0-b981-bed21922b8ed,2025-03-12,Expense,9.79,Shopping,AMAZON MKTPL FD2635J63 Amzn.com/bill WA
3a60df1c-41f4-4bc8-8498-abe0ebae8850,2025-03-16,Expense,20,Subscription,"OPENAI ""CHATGPT SUBSCR OPENAI.COM CA"
73847aee-9173-40f5-992f-fb014764881b,2025-03-18,Expense,10.91,Food & Drink,KFC #154 https://prod. CA
e20fd85e-02b4-4343-9e2c-f97c8616a223,2025-03-18,Expense,2.72,Groceries,COSTCO WHSE #0129 SANTA CLARA CA
7aa2312c-f12f-4783-9d44-3bf0e50f76d0,2025-03-18,Expense,49.58,Shopping,ΑΜΑΖΟΝ ΜKTPL IX33A2C33 Amzn.com/bill WA
b2971c32-ccff-4edb-bf48-558bca5beba9,2025-03-22,Expense,20.81,Groceries,LION FOOD CENTER SAN JOSE CA
cd7a372c-0ebf-43ad-b084-0c41ebe1f898,2025-03-31,Income,683.21,Refund,ASIANA AIRLINES 000-0000000 CA
508d4469-f2f5-4a5b-8e5b-7cac2d01d00f,2025-04-02,Income,683.21,Refund,ASIANA AIRLINES 000-0000000 CA
c762c38d-f17c-4522-8195-7292462d76a9,2025-03-25,Expense,7.34,Groceries,CUPERTINI MARKET CUPERTINO CA
4c88613e-70e7-4b83-934c-81c74a7b69d9,2025-03-29,Expense,2,Transport,CITY PARKING REDWOOD CITY CA
b4b7c44c-d9ad-4dd5-9e76-2eea9b04bcd2,2025-03-29,Expense,83.97,Groceries,COSTCO WHSE #0129 SANTA CLARA CA
a962940a-88d9-42f0-b303-3889a08d6941,2025-03-29,Expense,5.05,Food & Drink,PEET'S #10702 REDWOOD CITY CA
c82ff07e-9291-40ea-87e3-bef0ede90f3a,2025-03-29,Expense,257.06,Food & Drink,TST KEMURI JAPANESE BARU Redwood City CA
68f9ba87-85c3-4952-84a3-eaeafcd97b37,2025-04-01,Expense,15.39,Groceries,LION FOOD CENTER SAN JOSE CA
ee820849-ca76-4866-b826-7ad76f42b1fd,2025-04-07,Expense,110.73,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
a897952a-e45c-415d-a10f-c769b8dafc51,2025-04-09,Expense,88.78,Utilities,COMCAST CALIFORNIA 800-COMCAST CA
3d007613-e554-4c62-891d-fc0ea50c51ab,2025-04-11,Expense,53.93,Groceries,COSTCO WHSE #0423 SUNNYVALE CA
373473c0-220e-4607-8d1f-12129a1475c5,2025-04-13,Expense,12.36,Groceries,CUPERTINI MARKET CUPERTINO CA
74670002-cea7-48be-9395-1f4f5a08ec7b,2025-04-16,Expense,20,Subscription,"OPENAI ""CHATGPT SUBSCR OPENAL.COM CA"
2cd6f3a2-688d-4e0f-98bb-f34654ebdd4e,2025-04-16,Expense,26.08,Groceries,SAFEWAY #2968 SAN JOSE CA
d2be1098-e5ab-45a7-8c47-53666c38f23a,2025-04-17,Expense,10.05,Shopping,AMAZON MKTPL JW2GJ3L13 Amzn.com/bill WA
6c677499-0f32-40cb-a620-c3c40fecd8c0,2025-04-17,Expense,3.52,Shopping,Amazon.com 8Y3HW5IA3 Amzn.com/bill. WA
5a200bb0-7aeb-4fc1-9087-2d40a63ec0f4,2025-04-17,Expense,18.58,Shopping,ΑΜΑΖΟΝ ΜKTPL*V21R65BN3 Amzn.com/bill WA
03c1f421-de4d-456e-be0d-8110ef30637d,2025-04-19,Expense,29.84,Groceries,99 RANCH #1768 CUPERTINO CA
356da5d9-0857-4f9e-b4f2-761bf4fedfc7,2025-04-19,Expense,17.28,Groceries,99 RANCH #1768 CUPERTINO CA
3aa6b4ad-b7ec-4bb3-925f-2de9445d7e23,2025-04-20,Expense,19.17,Food & Drink,BACK A YARD CARIBBEAN 650-3465858 CA
f0af36a5-7eed-445d-9846-90abf830df60,2025-04-21,Expense,78.78,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
140972ea-df53-4a93-80ac-a332b6cd1187,2025-04-22,Expense,12.1,Groceries,CUPERTINI MARKET CUPERTINO CA
4ff64ffe-d494-4642-926f-f713e0d66024,2025-05-21,Income,294.53,Refund,GEICO AUTO 800-841-3000 DC
1ac81166-4d57-4123-ba1b-4076b2ce9100,2025-05-05,Expense,74.35,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
d4661176-e358-4180-bb83-57fc9dbd921b,2025-05-09,Expense,88.78,Utilities,COMCAST CALIFORNIA 800-COMCAST CA
4b10e6eb-416f-4137-8f6e-87a899c0ee63,2025-05-15,Expense,193.62,Travel,EXPEDIA 73107711047801 EXPEDIA.COM WA
0fd8f117-e7a5-47d9-a709-034a407fbda7,2025-05-16,Expense,24.75,Food & Drink,EL ROY'S EXPRESS MEX SANTA ROSA CA
20aec5ce-2192-4622-bf3d-2a0de1998740,2025-05-17,Expense,52.89,Food & Drink,Beringer Cellar Door St Helena CA
65f1c9f9-6d5d-40ac-a769-136c841661ef,2025-06-05,Expense,28.89,Food & Drink,EATALY SILICON VALLEY SAN JOSE CA
b46da26d-c19b-43a6-b11b-0027425a3f6d,2025-06-09,Expense,88.78,Utilities,COMCAST/XFINITY 800-266-2278 CA
d949421e-8ea8-4226-b8cc-77a41befc1bc,2025-06-15,Expense,3.83,Groceries,CUPERTINI MARKET CUPERTINO CA
055531a6-4b98-4f81-a895-48a22d8e620b,2025-06-16,Expense,64.33,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
2322b578-293a-435d-8227-0627619ea860,2025-06-23,Expense,58.86,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
365c118c-3138-47a7-9d43-d2c35a21e14c,2025-07-07,Expense,81.19,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
fee3c5d7-0db4-497e-b2da-6e8a8ac0908f,2025-07-09,Expense,88.78,Utilities,COMCAST/XFINITY 800-266-2278 CA
a41110a8-04e6-4453-8679-42aeab03bee1,2025-08-01,Expense,95,Fee,ANNUAL MEMBERSHIP FEE
6beede4a-cc9e-456f-a476-6753e2afcd9b,2025-08-09,Expense,88.78,Utilities,COMCAST/XFINITY 800-266-2278 CA
c5ed7195-c668-45b2-be8f-bf5712288e0a,2025-08-11,Expense,45.66,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
b7ad5d50-0660-4d6d-bbc2-de477abf0405,2025-08-18,Expense,65.11,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
50c1615f-2dbc-4567-ac7b-b58d368b8be4,2025-08-23,Expense,33.72,Food & Drink,IN-N-OUT SUNNYVALE SUNNYVALE CA
6f318af8-8223-43b4-b157-43d59d0cb572,2025-08-25,Expense,84.37,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
8c20e454-1d08-445e-8995-b362f2b90aab,2025-09-05,Expense,100,Health,NATERA MY.NATERA.COM CA
7789171f-d94c-466f-92d6-c0126755eff4,2025-09-08,Expense,64.33,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
232923f2-ab80-4286-91aa-4e250e03c4d5,2025-09-09,Expense,88.78,Utilities,COMCAST/XFINITY 800-266-2278 CA
ff450fcb-ee64-4a37-9175-9b151860b01f,2025-09-22,Expense,64.33,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
b83437c2-d691-43d6-b4dc-769dc30504c7,2025-10-02,Expense,198.04,Food & Drink,SUPER HOT HOTPOT & KOREAN MOUNTAIN VIEW CA
00364365-977a-41bb-887c-0b11b0f47b73,2025-10-06,Expense,64.33,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
2168270c-acb4-4de6-8214-eadf5e9d6fc4,2025-10-09,Expense,88.78,Utilities,COMCAST/XFINITY 800-266-2278 CA
c62fafb7-0330-46d0-bcd4-e81b0a05c660,2025-10-14,Expense,13.73,Shopping,AMAZON MKTPL NM6154PH1 Amzn.com/bill WA
fb408dfb-b252-4e30-b498-4956f8f71d2c,2025-10-20,Expense,68.01,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
0da397b9-d7fe-4d43-8869-663582aa6e96,2025-10-25,Expense,36.76,Recreation,SPRING PARK SJC SPRINGPARKSJC CA
31a4cc59-9946-4951-8edc-53998c18b848,2025-11-10,Income,38.5,Credit,ANNUAL HOTEL CREDIT
7115ec17-b548-442f-a089-9931abdf244d,2025-11-10,Income,11.5,Credit,ANNUAL HOTEL CREDIT
d2b3e576-7885-49f7-8c76-35d797c35bf1,2025-10-28,Expense,12.96,Travel,HOTEL FA LOS CABOS LOS CABOS
64eff5df-1f77-4e36-acd6-bf966a8a6254,2025-11-01,Expense,63.53,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
5439ebb7-7775-4a07-bc8c-a6c20c9f2ee1,2025-11-01,Expense,26.52,Groceries,TRADER JOE S #212 SAN JOSE CA
6618d4bd-c576-4c90-8642-2cb0c2ee2729,2025-11-02,Expense,719.88,Services,AHS AHS.COM AHS.COM TN
364838cd-7075-4d52-b1ef-cacb450552bb,2025-11-03,Expense,688.88,Insurance,"PROGRESSIVE ""INSURANCE 800-776-4737 OH"
8230476c-ea3b-4896-a7c0-84d8f3acf9f7,2025-11-09,Expense,88.78,Utilities,COMCAST/XFINITY 800-266-2278 CA
319f212d-787b-438b-a7f3-caf100505485,2025-11-10,Expense,90.7,Travel,"CL ""Chase Travel TRIPCHRG.COM VA"
2662ea6e-0694-4460-9c1a-3037b7d16e40,2025-11-10,Expense,237.36,Travel,"CL ""Chase Travel TRIPCHRG.COM VA"
5415d52d-7c5c-4c8d-bf42-abefac2c90e5,2025-11-10,Expense,68.01,Food & Drink,DD DOORDASH LITTLECAE 855-431-0459 CA
e047af9f-e483-487a-a2f6-96824788eea9,2025-11-10,Expense,38.5,Travel,"CL ""Chase Travel TRIPCHRG.COM VA"
c0c7a268-c890-4976-b4a6-d751ea6bc615,2025-11-24,Expense,55.66,Food & Drink,"DD ""DOORDASH LITTLECAE 855-431-0459 CA"
ce795e38-054d-496c-86a4-beb435532b6d,2025-02-05,Expense,198.62,Utilities,Pgande Web Online 21167041020225 Web ID: 5940742640
c8c116ef-4639-4901-8681-294b420864ee,2025-02-06,Expense,453.21,HOA,Cabernet Vineyar Onlinepay 79363 Web ID: 1770253454
124362e3-20ce-40fe-a41c-c827df7251bd,2025-02-18,Expense,4231.91,Mortgage,Wf Home Mtg Auto Pay 0580287431 Web ID: 1562287461
